days_since_purchase,total_spend,subscription_type,churn
25,146.6,1,0
14,167.8,0,0
83,255.1,0,1
31,288.3,0,0
13,229.2,0,0
14,259.5,0,0
74,64.7,0,1
20,199.1,1,0
28,456.3,0,0
43,142.9,0,0
32,294.3,0,0
6,355.2,1,0
65,424.2,0,0
34,468.2,0,0
52,559.9,0,0
68,881.0,1,0
5,148.4,1,0
69,30.7,0,0
186,243.6,1,1
56,138.4,1,1
100,128.5,0,1
81,481.9,1,0
67,537.5,0,0
83,300.1,0,1
93,148.1,0,1
95,311.3,0,0
14,434.6,0,0
86,84.8,1,0
34,198.3,0,0
97,212.1,0,1
60,224.3,0,0
13,156.8,1,0
107,316.8,0,1
22,339.0,0,0
33,112.0,0,0
124,627.7,0,0
47,114.4,1,0
31,186.6,1,0
39,80.0,0,1
31,89.0,1,0
74,336.4321212121212,0,1
32,186.1,1,0
40,470.2,0,0
63,121.9,0,0
58,144.8,0,1
23,555.7,1,0
74,96.8,0,1
27,173.1,0,0
17,620.6,0,0
7,17.8,1,0
36,65.4,0,1
9,903.7,1,0
20,446.7,1,0
41,315.7,0,0
91,85.2,1,1
33,270.0,0,0
11,148.1,1,0
38,479.0,0,0
89,643.2,1,0
33,203.6,1,0
102,471.5,1,0
41,425.9,1,0
69,227.2,0,0
49,117.7,0,0
99,226.0,0,0
156,466.0,0,1
28,626.9,0,0
47,243.5,1,0
91,872.4,1,0
50,447.0,1,0
6,233.3,0,0
33,276.4,1,0
50,124.4,0,0
117,496.0,1,0
45,749.8,0,0
19,293.7,1,0
51,136.2,1,1
109,427.3,0,0
25,233.5,1,0
27,122.8,0,0
25,80.9,1,0
12,484.4,1,0
44,559.4,0,0
40,107.3,1,0
7,254.3,1,0
21,210.2,0,0
48,130.7,0,0
68,856.2,1,0
81,77.0,1,0
72,450.4,1,0
42,514.9,1,0
10,129.9,0,0
35,133.9,1,0
2,150.0,0,0
48,38.5,0,1
24,160.8,0,0
4,179.8,0,0
55,854.5,0,0
109,46.6,0,1
9,291.7,1,0
58,435.5,0,1
30,765.0,0,0
22,53.3,0,0
22,838.7,0,0
30,194.9,0,0
30,196.2,0,0
40,84.2,0,0
20,343.2,1,0
24,841.2,0,0
62,260.0,0,1
18,118.5,0,0
51,184.1,1,0
32,147.7,0,0
26,693.8,0,0
132,799.5,0,1
13,59.0,0,0
114,90.8,0,1
75,101.6,0,0
24,155.5,0,0
76,904.5,0,0
1,830.0,0,0
22,323.4,1,0
18,224.2,1,0
55,36.2,1,0
69,379.8,1,0
55,267.7,0,0
46,81.0,0,1
80,338.4,0,0
72,485.0,0,0
24,103.9,1,0
26,163.1,0,0
69,608.2,1,0
40,134.8,0,0
42,204.3,1,0
46,166.2,0,1
7,350.1,0,0
23,533.1,0,0
59,733.4,0,0
23,506.3,0,0
34,246.8,0,1
59,514.9,1,0
83,74.4,0,0
90,983.3,0,0
93,123.3,0,1
37,487.3,1,0
34,278.6,0,0
14,66.6,0,0
109,124.0,0,1
33,557.7,0,0
107,288.8,1,0
52,105.5,0,0
85,195.8,0,1
39,137.1,1,0
63,155.7,0,0
87,51.2,0,1
28,246.7,0,0
93,359.6,1,0
16,157.8,0,0
130,722.5,1,0
47,165.9,0,0
23,222.0,0,0
74,149.7,0,0
53,233.5,1,0
7,408.4,0,0
30,99.9,1,0
17,436.8,1,0
18,133.9,0,0
18,80.3,0,0
61,184.6,0,0
78,372.1,0,0
22,235.5,1,0
5,142.2,1,0
150,810.4,0,0
47,303.7,0,0
74,329.8,1,0
36,364.1,0,0
4,510.5,1,0
56,164.0,0,1
121,583.4,1,0
24,63.8,0,0
3,336.4321212121212,0,0
14,173.0,0,1
77,568.0,0,1
53,163.1,0,0
94,647.3,1,0
42,404.2,1,0
68,435.9,0,0
29,258.0,0,0
15,43.7,0,0
68,539.6,0,0
78,564.3,0,0
25,187.1,0,0
114,138.3,0,1
116,461.8,0,1
18,307.0,0,0
19,216.2,0,0
20,456.5,1,0
38,186.6,0,0
31,726.2,1,0
12,199.1,0,0
20,461.9,0,0
4,335.0,1,0
5,419.2,1,0
10,1031.4,1,0
145,167.5,0,1
133,440.5,0,1
71,875.2,1,0
25,429.1,0,0
10,580.7,0,0
41,278.5,0,0
58,412.5,0,0
22,645.1,0,0
55,253.5,0,0
14,123.0,0,1
26,104.7,0,0
34,734.4,0,0
136,655.0,0,0
20,141.1,0,0
57,580.5,0,0
17,459.7,1,0
15,260.1,0,0
22,137.1,0,0
42,301.8,1,0
124,149.1,1,1
25,202.5,0,0
78,112.1,0,1
140,71.9,0,1
51,767.7,1,0
88,287.3,1,0
21,430.1,1,0
56,160.4,0,0
67,276.7,1,0
12,108.9,0,0
19,738.9,0,0
33,475.0,0,0
22,205.2,1,0
36,108.5,0,1
10,85.8,1,0
131,278.0,0,1
84,434.2,0,0
291,403.2,0,1
13,177.0,0,0
58,274.9,1,0
22,105.6,0,0
15,159.7,1,0
80,336.4321212121212,1,0
43,57.4,1,0
31,37.9,0,0
52,141.2,0,0
20,732.9,0,0
19,332.8,1,0
23,1432.4,1,0
92,192.6,0,0
87,537.4,1,0
12,535.3,0,0
128,974.0,0,0
41,152.2,0,1
57,336.4321212121212,1,0
23,217.3,0,0
42,569.7,1,0
15,884.1,1,0
21,882.4,1,0
76,149.3,0,0
77,336.4321212121212,0,1
59,405.3,0,0
29,93.6,0,0
12,445.8,0,0
99,329.4,1,0
81,607.4,0,0
6,542.6,0,0
78,278.9,0,1
31,86.0,0,0
69,93.4,0,1
10,263.6,0,0
24,465.5,1,0
45,195.6,0,0
131,147.2,1,1
45,261.5,1,0
89,610.6,0,1
50,261.5,1,0
48,153.8,0,0
62,117.9,1,0
40,240.0,0,0
74,710.4,1,0
16,734.0,1,0
40,166.5,1,0
139,364.7,1,1
92,139.3,0,1
53,187.8,0,0
83,236.6,0,1
115,168.3,0,1
5,962.5,1,0
33,152.9,0,0
24,185.5,1,0
11,127.4,0,0
152,78.9,1,1
64,755.3,0,0
81,324.1,1,0
24,469.7,1,0
33,327.8,0,0
42,164.2,0,0
56,323.3,1,0
72,421.2,0,1
69,68.5,0,1
35,185.0,0,0
118,211.8,0,1
102,159.9,0,1
52,157.3,0,1
43,286.1,0,0
32,631.2,0,0
56,453.8,1,0
99,124.4,0,1
43,1627.6,1,0
26,635.3,0,0
43,169.7,0,0
53,641.8,0,0
15,291.0,0,0
11,88.6,0,0
27,587.4,0,0
118,124.5,0,1
95,360.8,0,1
9,363.2,1,0
18,382.9,0,0
72,794.0,0,0
30,319.7,1,0
58,87.4,0,1
9,140.3,0,0
42,105.9,1,0
39,58.2,0,0
81,699.9,1,0
56,353.7,1,0
46,224.1,0,0
7,173.0,0,0
142,454.0,0,1
68,691.6,0,0
23,121.2,0,0
46,455.8,1,0
30,512.5,0,0
35,301.0,0,0
94,556.8,1,0
18,112.3,1,0
70,704.6,0,0
97,455.5,0,0
62,376.4,0,0
37,487.9,0,0
21,196.8,0,0
24,102.4,0,0
46,106.7,1,0
43,70.2,0,1
76,347.0,0,0
10,179.3,0,0
93,675.2,0,0
205,757.4,1,1
40,589.4,1,0
35,501.3,1,0
38,139.8,0,0
45,162.7,0,0
33,139.2,0,0
5,99.3,0,0
37,229.6,0,0
47,660.1,1,0
100,218.1,0,1
18,133.1,0,0
128,218.3,0,1
31,284.5,0,0
20,167.1,0,0
68,300.3,1,0
28,336.4321212121212,1,0
40,88.4,1,0
42,28.4,0,0
65,269.4,0,0
39,335.6,0,0
36,222.1,0,0
30,139.8,1,0
61,667.1,0,0
27,257.4,0,0
102,278.9,0,0
43,336.4321212121212,0,0
8,279.4,1,0
52,199.5,0,1
59,667.1,0,0
103,48.6,0,0
22,322.7,0,0
19,392.6,1,0
67,231.0,1,0
92,289.1,1,0
21,816.5,1,0
51,124.1,0,0
40,555.9,1,0
22,251.4,0,0
38,396.0,0,0
87,441.7,1,0
43,26.3,0,1
36,157.9,1,0
64,138.6,0,0
93,106.5,0,1
18,200.7,1,0
53,362.0,1,0
31,478.2,0,0
43,77.5,0,1
68,254.2,0,1
33,310.3,0,0
39,542.7,0,0
83,934.6,1,0
58,213.8,0,1
38,141.4,1,0
46,325.7,0,0
44,113.5,0,0
7,398.1,1,0
47,132.8,0,0
13,364.3,0,0
91,141.0,0,0
12,877.0,1,0
30,327.8,1,0
25,54.4,0,1
115,488.0,0,1
89,216.4,0,1
3,499.7,1,0
41,642.8,1,0
15,262.6,0,0
47,72.6,0,1
67,281.4,0,0
50,798.9,1,0
70,301.6,1,0
34,340.3,0,0
51,125.1,0,0
68,60.7,0,1
29,286.0,1,0
20,256.8,0,0
24,695.7,1,0
38,269.5,0,0
42,506.8,0,0
53,175.4,0,1
22,70.6,0,0
69,354.4,0,0
132,856.6,1,0
26,155.8,0,0
182,392.7,0,1
144,403.1,0,1
42,276.3,1,0
37,540.6,1,0
24,324.9,0,0
77,540.9,1,0
44,368.3,0,0
48,234.3,0,0
20,333.2,1,0
78,682.9,1,0
35,365.3,1,0
16,138.6,0,0
40,215.3,0,0
21,441.3,1,0
103,502.8,0,1
143,59.9,0,1
40,206.3,0,0
87,477.1,0,0
85,123.7,0,1
1,161.5,1,0
24,253.9,0,0
46,55.2,0,0
30,779.3,0,0
23,437.3,1,0
89,391.7,0,0
29,550.1,0,0
54,1397.8,1,0
84,305.5,1,0
107,76.8,1,0
16,409.6,1,0
18,130.6,0,0
49,117.1,1,0
5,168.7,0,0
18,301.0,1,0
96,723.9,1,0
66,1030.7,1,0
38,132.1,1,0
59,178.9,0,0
69,379.3,0,0
11,542.2,1,0
28,146.3,1,0
105,477.6,0,0
50,138.0,0,0
52,108.5,0,1
40,478.2,1,0
7,737.2,1,0
25,315.0,0,0
56,277.4,0,0
29,305.6,1,0
17,345.5,1,0
19,210.6,0,0
106,375.6,0,0
27,266.0,0,0
92,1032.4,0,0
52,324.6,0,0
35,274.1,1,0
22,133.9,1,0
67,115.4,0,1
85,434.9,1,1
72,161.3,0,0
12,288.0,0,0
27,589.5,0,0
30,84.4,0,0
5,288.5,1,0
59,80.3,1,0
65,296.3,0,0
63,69.0,0,0
56,107.2,1,0
32,734.1,0,0
21,148.0,0,0
32,140.7,1,0
53,586.8,0,1
98,107.5,0,1
44,320.7,0,0
43,425.7,1,0
6,456.2,0,0
55,92.1,0,0
103,160.1,1,0
38,149.5,0,1
36,166.7,1,0
31,435.3,0,0
69,426.2,1,0
6,365.0,0,0
93,58.4,0,1
35,290.8,0,0
56,651.0,0,0
72,1230.8,1,0
19,222.5,1,0
41,462.9,0,0
34,126.0,0,0
15,79.0,1,0
84,84.3,1,0
32,592.8,0,0
14,181.8,0,0
43,153.6,0,0
11,552.0,1,0
29,79.6,0,0
52,353.3,0,0
9,210.3,0,0
66,1154.2,1,0
45,177.6,0,0
73,223.2,0,0
72,63.9,0,1
28,978.9,0,0
29,187.8,0,0
59,757.0,0,0
16,45.4,0,0
16,307.3,0,0
25,911.2,0,0
12,192.9,1,0
14,379.9,1,0
14,606.4,0,0
32,246.8,1,0
31,61.7,0,0
80,167.7,0,1
33,310.4,0,0
39,307.8,0,0
126,530.9,1,0
3,157.5,1,0
48,1123.6,1,0
35,124.8,0,1
52,265.8,0,0
26,318.8,0,0
32,296.7,0,1
95,92.7,0,1
58,616.3,0,0
34,161.0,0,0
21,339.6,0,0
16,377.3,1,0
28,376.1,1,0
36,73.1,1,0
126,149.7,0,1
46,337.3,0,0
24,59.6,0,0
3,272.5,1,0
21,271.2,0,0
28,394.2,0,0
49,347.0,1,0
28,215.1,0,0
130,300.5,0,1
34,204.8,0,1
82,117.3,0,0
9,166.2,0,0
39,334.2,0,0
21,216.6,0,0
84,1165.7,0,0
30,115.5,1,0
97,326.6,0,1
65,365.0,0,1
27,262.1,0,0
16,252.6,1,0
22,245.7,0,0
32,247.0,0,0
65,909.1,1,0
40,53.1,1,0
73,114.7,0,0
102,392.5,1,0
42,513.8,0,0
17,121.4,0,0
54,94.7,0,1
139,223.4,0,1
76,150.1,1,0
51,224.7,0,0
19,117.5,0,0
35,518.4,1,0
9,156.7,1,0
15,49.9,0,0
55,399.8,0,0
7,249.7,0,0
31,231.0,1,0
13,236.4,1,0
16,353.2,1,0
43,94.9,0,0
22,69.0,0,0
11,120.2,0,0
26,194.8,0,0
10,111.8,0,0
93,905.5,1,0
67,120.3,0,0
67,257.1,0,0
20,454.3,1,0
56,558.7,0,0
47,1000.7,1,0
22,969.3,0,0
38,540.5,0,0
9,484.8,0,0
16,100.9,0,0
38,473.5,1,0
27,203.5,0,0
52,205.2,0,0
22,178.6,0,0
31,98.8,0,0
40,202.5,1,0
21,114.7,0,0
30,53.1,1,0
47,802.4,1,0
111,253.2,0,1
21,339.4,1,0
27,235.8,0,0
75,511.7,0,0
88,279.4,0,1
60,819.8,1,0
87,507.7,1,0
20,133.9,0,1
81,738.0,1,0
69,317.2,0,0
15,231.7,0,0
31,471.8,0,0
4,331.8,1,0
45,414.5,0,0
80,84.9,0,0
26,259.6,0,0
17,141.9,0,0
16,947.2,0,0
40,601.7,0,0
59,379.5,1,0
112,564.8,0,0
4,144.1,0,0
104,172.3,0,1
46,41.6,1,0
78,519.7,1,0
66,27.8,0,0
42,205.4,1,1
40,82.3,0,0
53,503.2,0,0
33,887.3,0,0
35,445.2,0,0
61,392.2,0,0
21,382.7,1,0
83,358.3,1,0
78,159.7,1,0
28,57.3,0,0
62,271.3,0,1
56,416.2,1,0
25,318.7,0,0
65,352.7,0,0
109,421.0,0,1
85,341.4,1,0
11,112.3,0,0
58,344.3,0,0
76,523.6,1,0
24,197.5,0,0
83,403.7,0,0
22,273.5,0,0
33,97.8,0,0
22,1413.4,1,0
19,189.7,0,1
53,104.8,0,0
12,182.7,1,0
34,24.8,1,0
53,263.0,1,0
23,622.5,0,0
92,291.0,0,1
36,167.9,1,0
120,314.2,1,1
10,243.3,0,1
55,193.7,0,1
47,481.7,0,0
30,419.8,1,0
42,109.5,0,0
61,472.5,0,0
69,583.4,0,0
37,429.6,1,0
55,272.9,1,0
21,162.3,0,0
70,933.2,1,0
105,405.4,1,0
74,268.8,0,0
22,88.6,0,1
18,119.5,0,0
170,86.6,1,1
100,207.6,0,0
69,159.4,0,0
109,362.2,1,0
41,533.8,0,0
68,527.0,1,0
92,462.4,0,0
33,524.8,0,0
58,166.8,1,0
85,236.1,1,0
17,161.7,0,0
30,546.2,1,0
84,111.7,1,1
48,642.4,0,0
44,228.9,1,0
40,91.8,0,0
90,182.2,0,1
18,192.2,0,0
29,279.0,1,0
12,289.0,1,0
32,521.5,0,0
46,315.9,0,0
6,90.7,0,0
21,189.1,0,0
48,205.0,1,0
57,338.5,1,0
126,336.4321212121212,0,1
63,1009.3,1,0
36,461.0,0,0
46,492.0,1,0
47,37.6,1,0
29,448.4,0,0
50,43.3,0,1
28,221.1,1,0
52,188.3,0,0
40,508.0,0,0
35,105.8,0,0
36,215.1,0,0
71,72.3,0,1
66,465.2,1,0
34,222.9,1,0
69,281.4,0,0
39,13.6,1,0
40,94.9,0,0
29,374.1,1,0
117,512.9,1,0
109,647.9,0,0
24,761.9,1,0
32,151.5,0,0
54,336.4321212121212,0,0
62,553.2,1,0
17,311.6,0,0
20,189.8,0,0
62,287.0,0,0
11,801.6,1,0
24,241.4,0,0
76,363.1,0,0
74,391.3,1,0
113,188.0,1,0
138,506.0,0,1
215,246.8,0,1
31,188.0,0,1
26,298.5,0,0
56,545.9,0,0
12,370.3,1,0
34,365.3,1,0
46,355.0,0,0
59,415.8,0,0
64,265.9,1,0
34,225.2,0,0
14,250.5,1,1
17,352.8,0,0
5,246.6,0,0
26,333.0,1,0
12,262.5,0,0
28,107.4,1,0
56,391.5,0,0
14,336.4321212121212,0,0
44,323.5,1,0
33,172.7,0,0
53,137.1,1,0
63,283.1,0,0
32,338.2,0,0
42,1398.2,0,0
33,161.1,0,0
29,436.3,0,0
23,196.2,0,0
59,462.6,0,0
100,376.5,0,0
92,211.9,1,0
13,126.9,1,0
99,93.0,1,1
19,642.0,1,0
46,158.7,1,0
53,632.6,1,0
10,258.2,0,0
36,269.0,1,0
103,539.7,1,0
3,336.4321212121212,0,0
179,388.9,0,1
5,163.2,0,0
52,610.6,0,0
10,186.5,1,0
58,392.8,0,0
89,538.4,0,1
73,7.8,1,0
82,366.6,0,1
34,145.7,0,0
102,413.4,0,1
153,392.0,1,1
45,465.7,1,0
31,244.4,0,0
21,730.7,1,0
70,74.6,0,1
85,679.3,1,0
31,214.9,1,0
117,52.7,1,0
66,265.8,0,0
44,195.3,1,0
53,453.4,1,0
17,372.7,0,0
70,296.0,1,0
18,360.1,0,0
27,409.2,1,0
39,262.2,0,0
137,288.8,1,1
50,174.1,0,1
20,781.3,0,0
53,253.3,0,1
63,325.2,0,0
94,400.5,0,0
41,208.2,0,0
23,341.6,0,0
161,735.5,0,1
53,143.2,0,0
20,955.9,1,0
41,420.4,0,0
27,212.6,1,0
98,177.0,1,0
63,952.4,1,0
32,498.4,0,0
85,302.9,1,0
38,179.8,0,0
40,164.1,0,0
22,224.6,0,0
22,312.9,1,0
154,290.6,0,1
82,119.4,0,0
6,206.1,1,0
18,281.1,1,1
15,915.7,0,0
44,313.3,0,0
30,109.5,1,0
111,124.5,0,1
32,726.8,0,0
144,565.2,0,1
39,253.8,1,0
165,474.6,1,1
35,437.7,1,0
36,336.9,1,0
81,137.5,0,0
73,336.4321212121212,0,1
12,463.7,0,0
44,342.1,0,0
29,139.4,0,0
28,713.7,1,0
44,708.6,0,0
33,397.8,1,0
48,252.3,0,0
17,70.4,0,1
10,226.7,0,0
83,110.5,0,0
92,307.1,1,0
79,510.7,0,0
43,399.0,0,0
31,559.3,0,0
25,212.8,0,1
21,89.1,0,1
39,268.0,1,0
90,399.0,1,0
23,575.5,0,0
90,588.0,1,0
10,60.2,0,0
50,300.2,0,0
58,507.5,0,0
27,602.1,0,0
16,533.8,0,0
75,152.0,0,0
43,158.3,0,0
198,781.4,0,1
91,185.1,0,1
92,912.5,1,0
2,125.6,0,0
23,236.0,0,0
14,37.9,0,0
5,223.9,0,0
40,135.2,0,0
74,400.9,0,0
18,398.7,0,0
5,350.8,0,0
19,140.7,0,0
37,561.0,0,0
35,267.2,0,0
42,423.2,0,0
57,535.7,0,0
41,376.0,1,0
77,81.3,0,0
18,313.3,0,0
33,226.0,0,0
64,168.5,1,1
51,652.3,0,0
133,207.8,0,1
19,382.7,0,0
64,445.9,0,0
24,313.4,0,0
22,190.7,0,0
87,95.4,1,0
41,348.1,0,0
51,271.9,1,0
26,998.8,1,0
27,155.0,0,0
9,39.1,0,0
48,101.1,0,0
16,533.1,0,0
37,455.4,0,0
77,843.4,1,0
7,297.3,1,0
232,417.3,0,1
22,303.0,0,0
38,213.6,1,0
51,345.6,1,0
21,257.7,1,0
28,624.9,0,0
89,163.4,0,0
71,684.8,0,0
34,155.3,0,1
42,198.4,0,1
46,275.1,0,0
62,194.7,1,0
66,273.4,0,0
64,300.3,0,0
30,603.5,0,0
45,38.4,0,1
83,156.4,0,0
161,742.5,0,1
44,253.7,1,0
27,195.1,0,0
21,148.5,0,0
65,411.1,0,0
9,88.8,1,1
65,437.4,1,0
66,1058.1,1,0
27,53.0,0,1
50,414.4,0,0
35,96.2,0,0
12,350.7,0,0
62,429.5,1,0
58,433.9,0,0
29,229.3,1,0
160,238.6,1,1
42,441.9,0,0
6,227.7,1,0
86,477.1,0,0
73,27.5,0,1
79,316.2,0,0
17,456.9,0,0
49,229.0,0,1
41,619.9,0,0
36,181.2,0,0
102,307.7,0,0
42,509.5,0,0
30,105.8,0,0
30,538.9,0,0
16,333.7,0,0
45,186.5,1,0
107,334.4,1,0
32,173.7,1,0
51,510.4,1,0
36,215.4,0,0
39,254.6,0,0
75,401.0,0,0
16,225.2,0,0
10,346.8,1,0
86,253.2,0,1
27,47.9,1,0
30,104.3,1,0
182,205.5,1,1
72,217.3,1,0
20,33.0,0,0
90,266.5,0,0
74,238.4,0,1
1,288.7,0,0
47,205.6,0,0
17,871.8,1,0
39,479.7,1,0
161,726.8,0,1
77,105.3,0,0
84,201.2,0,1
36,169.5,0,0
85,83.3,1,0
22,229.5,0,0
46,30.6,0,1
75,389.7,0,0
73,569.3,0,0
11,219.7,0,0
139,286.7,0,1
19,572.9,0,0
204,123.2,0,1
76,336.4321212121212,0,1
72,38.5,1,0
20,134.6,0,0
28,153.9,0,0
131,409.8,0,1
120,109.2,1,0
37,60.8,0,1
34,597.0,1,0
35,162.2,0,0
91,288.3,0,0
85,426.9,0,0
55,1160.3,0,0
47,440.2,1,0
36,148.7,0,0
193,453.2,0,1
12,116.9,0,0
31,568.3,0,0
53,140.6,0,0
9,99.1,0,0
26,342.6,1,0
160,331.5,0,1
81,103.0,0,0
26,206.3,1,0
25,358.2,0,0
12,382.4,1,0
29,344.2,0,0
63,748.2,1,0
55,317.2,0,0
30,886.7,1,0
19,612.6,1,0
36,161.7,0,0
35,771.3,1,0
74,307.9,0,0
50,533.2,0,0
45,348.9,0,0
96,795.0,0,0
120,99.3,0,1
55,216.8,0,0
56,394.8,0,1
38,369.6,1,0
20,153.2,1,0
78,743.0,0,0
68,241.4,0,0
40,498.7,0,0
50,373.4,0,0
92,441.7,0,0
102,93.3,0,1
2,249.0,0,0
25,584.1,1,0
40,496.4,0,0
16,467.0,0,0
51,141.5,0,1
26,54.7,0,0
52,82.7,0,0
26,258.5,0,0
27,278.1,0,0
52,257.7,0,0
80,124.6,1,1
65,216.1,1,0
41,738.4,0,0
7,334.1,0,0
27,245.3,0,0
24,727.5,0,0
70,838.7,0,0
47,180.4,0,0
48,335.8,0,0
21,66.6,0,0
105,49.8,0,1
48,280.4,1,0
20,117.6,1,0
21,216.4,1,0
53,312.6,0,1
19,821.2,1,0
25,342.4,0,0
15,236.6,1,0
70,870.0,0,0
20,354.8,1,0
117,500.6,0,1
58,689.3,1,0
15,317.0,1,0
64,17.7,0,1
105,150.2,0,1
39,203.1,1,0
114,250.4,0,1
59,273.9,1,0
26,219.8,0,0
162,262.4,0,1
12,299.8,0,0
32,53.0,0,1
41,384.9,1,0
144,416.4,0,1
71,878.0,0,0
63,288.3,0,0
22,479.5,0,0
38,507.7,1,0
26,176.1,1,0
61,302.1,0,0
94,891.7,1,0
186,861.1,1,1
29,661.7,0,0
11,1731.0,1,0
33,412.6,0,0
85,185.3,0,0
20,545.1,1,0
42,336.4321212121212,0,0
64,482.0,1,0
29,147.1,1,0
50,148.9,0,1
18,61.2,1,0
99,351.6,0,1
35,638.9,0,0
49,289.5,0,1
7,341.2,1,0
16,158.7,0,0
84,512.8,0,0
29,743.6,1,0
19,91.1,1,0
10,401.7,1,0
97,500.0,0,0
69,183.9,0,0
66,59.3,0,1
124,140.4,1,0
32,709.4,0,0
11,558.3,0,0
44,789.5,1,0
140,82.8,0,1
44,645.7,1,0
92,962.2,1,0
12,195.1,1,0
22,226.4,0,0
80,318.7,0,0
48,465.6,1,0
39,249.8,1,0
92,697.5,1,0
79,401.1,0,0
49,163.1,1,0
3,666.3,1,0
42,311.1,1,0
58,537.5,1,0
7,175.8,1,0
56,142.1,0,0
94,54.4,0,1
42,584.8,0,0
17,478.8,0,0
3,320.1,0,0
57,79.5,0,1
8,651.8,0,0
65,407.8,0,0
135,192.0,0,1
23,445.5,1,0
35,304.7,1,0
141,408.1,0,1
46,150.1,1,0
29,32.1,0,0
85,381.6,0,0
30,425.5,0,0
22,54.3,0,0
65,23.5,1,0
90,419.6,1,0
21,391.2,0,0
49,227.0,0,0
37,122.6,0,0
41,881.7,0,0
17,366.5,0,0
68,579.6,0,0
117,127.5,1,1
21,830.8,1,0
68,356.6,0,1
84,1071.2,1,0
49,413.4,0,0
66,285.9,0,1
23,249.8,0,0
112,154.5,0,1
91,327.3,1,0
98,418.6,0,0
15,470.5,0,0
60,134.7,0,1
25,70.6,0,0
119,435.9,1,0
21,50.9,0,0
50,255.9,0,0
5,80.9,0,0
50,457.3,0,0
15,191.2,0,0
63,274.4,1,0
37,66.1,0,1
31,704.2,1,0
121,402.2,1,0
169,413.0,1,1
11,84.6,0,1
32,45.6,0,0
76,133.9,0,1
55,243.6,1,0
73,130.4,0,1
40,826.5,0,0
93,551.5,0,0
49,260.8,0,0
58,143.0,0,0
15,100.2,0,1
45,327.7,1,0
77,325.1,0,1
53,179.4,0,0
47,359.7,0,1
60,168.2,0,0
49,99.1,0,0
41,468.5,1,0
78,43.7,0,1
38,91.3,1,0
14,115.7,0,0
117,157.3,0,1
25,545.4,1,0
10,66.3,0,0
66,211.9,0,1
127,328.0,0,1
67,308.2,0,0
106,545.5,1,0
19,216.9,0,0
14,198.9,1,0
32,791.7,1,0
89,336.4321212121212,0,1
63,170.4,1,0
66,122.9,0,1
47,154.7,1,1
32,705.9,0,0
48,1019.8,1,0
37,455.9,0,0
31,370.6,0,0
56,131.3,0,1
35,230.3,1,0
52,57.3,0,1
6,213.2,0,0
49,101.1,1,0
34,379.9,1,0
110,182.2,1,0
10,403.8,1,0
46,157.0,1,0
77,61.4,1,0
39,104.0,0,0
33,330.5,0,0
77,450.0,1,0
62,321.5,0,1
65,289.4,0,1
31,261.0,0,0
28,522.7,1,0
52,18.8,0,1
82,684.2,0,0
12,208.6,0,1
40,404.2,0,0
29,244.6,0,0
43,137.8,0,0
72,196.2,0,0
21,128.3,1,0
67,114.3,0,1
32,465.1,1,0
90,381.9,1,0
22,41.7,0,0
81,153.9,1,0
14,207.8,0,0
49,319.3,1,0
68,862.8,0,0
23,336.4321212121212,1,0
29,34.8,0,1
44,255.6,0,0
33,79.8,0,0
27,280.4,1,0
78,1189.8,1,0
97,168.3,0,0
93,470.2,0,0
60,253.4,0,0
66,861.8,1,0
19,375.3,0,0
41,666.5,1,0
46,327.6,0,0
53,166.4,0,0
53,611.9,0,0
44,301.5,0,0
59,175.5,0,0
51,137.9,0,1
51,402.1,1,0
24,542.4,0,0
16,348.1,0,0
53,186.6,0,0
30,338.6,0,0
25,438.3,0,0
69,54.7,0,1
41,80.6,0,0
106,410.3,0,1
64,77.4,0,1
23,215.4,0,0
69,273.1,0,0
57,105.7,0,1
22,289.0,1,0
28,276.1,0,1
67,726.6,1,0
8,520.0,0,0
5,400.9,1,0
49,199.2,1,0
46,527.5,0,0
52,701.7,1,0
46,135.4,0,1
59,288.9,0,0
98,228.4,1,1
43,411.0,1,0
11,126.9,0,1
7,435.0,0,0
33,317.6,0,0
33,127.2,0,0
13,532.0,1,0
4,152.2,0,0
31,42.9,0,0
127,103.9,0,1
57,468.3,0,0
54,714.7,0,0
38,726.4,0,0
33,208.1,1,0
61,279.8,1,0
15,178.5,0,0
149,321.3,1,0
16,96.9,1,0
65,212.9,1,0
17,289.6,0,0
47,469.9,0,0
70,308.3,0,0
9,207.7,0,0
19,106.4,0,0
20,489.1,0,0
35,64.8,0,0
51,103.1,1,0
128,379.8,0,1
27,417.1,0,0
123,22.4,1,1
56,271.9,1,0
15,45.5,1,0
38,285.0,1,0
12,184.9,0,0
33,801.5,1,0
31,341.6,0,1
48,349.5,0,0
65,550.3,0,0
40,564.1,0,0
17,277.2,0,0
106,148.6,0,1
134,588.2,1,0
37,437.1,0,0
54,377.2,0,0
36,359.2,1,0
48,217.6,0,0
50,565.3,0,0
14,239.7,1,0
33,142.8,0,0
86,207.0,0,0
81,161.7,1,0
33,438.5,0,0
51,276.5,0,0
35,49.1,1,1
67,445.3,1,0
9,212.5,0,0
61,252.7,0,0
111,302.0,0,0
24,167.1,0,0
101,141.6,0,1
52,378.1,0,0
40,115.3,1,0
33,112.3,0,0
103,134.2,0,1
35,484.2,0,0
122,754.5,1,0
113,133.2,0,1
29,114.2,0,0
37,356.4,1,0
6,212.3,0,0
41,444.1,0,0
45,357.2,0,1
92,754.0,0,0
