user_id,days_since_purchase,total_spend,subscription_type,churn
999,55,304.0,Premium,0
1000,30,846.0,Basic,0
1001,49,292.1,Basic,1
1002,40,249.6,Basic,0
1003,13,259.5,Premium,0
1004,36,354.2,Premium,0
1005,16,314.7,,0
1006,27,976.2,Premium,0
1007,76,554.2,Premium,0
1008,43,,Premium,0
1009,61,411.7,Basic,1
1010,45,130.5,Basic,0
1011,32,239.2,Basic,0
1012,49,214.3,Premium,0
1013,8,510.4,Premium,0
1014,68,226.2,Basic,0
1015,20,350.4,Premium,0
1016,58,277.1,Premium,0
1017,31,315.3,Basic,0
1018,13,396.9,Basic,0
1019,23,771.7,Premium,0
1020,58,197.7,Basic,1
1021,153,138.3,Premium,1
1022,38,327.6,Basic,0
1023,141,107.5,Premium,1
1024,8,251.1,Premium,0
1025,33,81.4,Premium,0
1026,38,1292.6,Basic,0
1027,60,706.1,Premium,0
1028,24,661.9,Premium,0
1029,52,613.5,Basic,0
1030,34,613.4,Premium,0
1031,92,293.4,Basic,0
1032,46,299.5,Basic,0
1033,204,574.2,Basic,1
1034,35,599.9,Basic,0
1035,88,114.9,Basic,1
1036,108,287.8,Premium,0
1037,2,262.7,Basic,0
1038,68,626.4,Premium,0
1039,34,131.4,Basic,0
1040,15,119.3,Basic,0
1041,93,76.5,Basic,1
1042,25,217.5,Premium,0
1043,8,191.4,Basic,0
1044,47,688.2,Basic,0
1045,103,578.2,Premium,0
1046,15,481.7,Basic,0
1047,74,103.1,Basic,1
1048,5,211.4,Basic,0
1049,108,529.4,Premium,0
1050,54,277.0,Basic,0
1051,14,467.9,Premium,1
1052,70,77.8,Basic,1
1053,26,349.3,Premium,0
1054,18,549.3,Premium,0
1055,26,138.3,Premium,0
1056,65,46.4,Basic,0
1057,17,133.2,Premium,0
1058,3,569.2,Basic,0
1059,27,88.7,Basic,0
1060,96,253.1,Basic,0
1061,95,57.9,Premium,1
1062,26,155.0,Premium,0
1063,25,376.3,Premium,0
1064,24,248.8,Basic,0
1065,23,510.3,Basic,0
1066,24,434.7,Premium,0
1067,49,106.4,Basic,0
1068,98,208.9,Basic,1
1069,17,177.2,Basic,0
1070,20,25.0,Basic,0
1071,53,700.1,Basic,0
1072,67,257.4,Basic,0
1073,10,292.5,Basic,0
1074,122,398.3,Basic,1
1075,31,522.6,Premium,0
1076,11,432.0,Basic,0
1077,9,185.2,Basic,0
1078,9,218.5,Premium,0
1079,87,523.6,Basic,0
1080,43,925.2,Premium,0
1081,88,57.6,Premium,1
1082,37,510.8,Basic,0
1083,86,209.0,Basic,1
1084,36,307.8,Premium,0
1085,60,17.3,Premium,0
1086,39,252.8,Basic,0
1087,35,157.2,Basic,1
1088,19,21.7,Basic,0
1089,66,726.4,Premium,0
1090,15,290.0,Basic,0
1091,66,419.7,Premium,0
1092,44,555.6,Basic,0
1093,67,407.2,Basic,0
1094,47,74.5,Basic,0
1095,93,473.0,Basic,1
1096,56,56.3,Basic,1
1097,45,385.4,Basic,0
1098,3,811.7,Basic,0
1099,95,504.2,Premium,1
1100,9,191.5,Basic,0
1101,12,793.3,Basic,0
1102,72,,Premium,0
1103,42,142.2,Premium,0
1104,9,191.2,Premium,0
1105,25,185.9,Premium,0
1106,92,916.5,Basic,0
1107,46,383.2,Basic,1
1108,42,510.8,Premium,0
1109,23,452.4,Premium,0
1110,74,305.2,Basic,0
1111,38,220.9,Premium,0
1112,64,87.2,Basic,0
1113,21,326.1,Basic,0
1114,153,777.6,Basic,1
1115,103,314.1,Basic,1
1116,46,594.3,Basic,0
1117,54,42.8,Basic,1
1118,25,409.8,Premium,0
1119,68,161.0,Basic,1
1120,4,104.2,Basic,0
1121,121,871.5,Premium,0
1122,65,232.6,Premium,0
1123,17,497.4,Premium,0
1124,119,299.9,Premium,1
1125,145,96.5,Premium,1
1126,56,421.0,Basic,1
1127,21,189.5,Basic,0
1128,43,465.9,Basic,0
1129,62,120.1,Basic,0
1130,52,163.5,Basic,0
1131,17,484.2,Premium,0
1132,61,128.9,Basic,0
1133,91,416.1,Basic,1
1134,13,33.4,Basic,0
1135,15,115.0,Premium,0
1136,24,265.9,Basic,0
1137,35,511.5,Premium,0
1138,75,275.2,Basic,0
1139,90,361.5,Basic,0
1140,20,180.4,Basic,1
1141,48,39.2,Premium,0
1142,88,199.4,Basic,1
1143,159,264.0,Premium,1
1144,48,561.0,Basic,0
1145,50,410.3,Basic,0
1146,56,124.7,Premium,0
1147,32,27.1,Premium,0
1148,46,298.5,Premium,0
1149,5,208.1,Premium,0
1150,25,960.9,Premium,0
1151,60,744.6,,0
1152,19,96.4,Premium,0
1153,76,522.1,Premium,0
1154,7,465.5,Premium,0
1155,74,348.3,Basic,0
1156,74,1589.3,Premium,0
1157,161,235.5,Basic,1
1158,31,567.4,Premium,0
1159,42,623.5,Premium,0
1160,113,327.4,Basic,1
1161,104,952.4,Premium,0
1162,84,293.4,Basic,0
1163,54,462.3,Basic,0
1164,111,185.3,Premium,0
1165,198,87.8,Basic,1
1166,64,481.7,Premium,0
1167,43,318.2,Premium,0
1168,70,255.6,Basic,0
1169,48,195.5,Basic,0
1170,33,455.3,,0
1171,76,289.5,Basic,0
1172,28,1288.5,,0
1173,63,282.4,Basic,0
1174,9,339.0,Basic,0
1175,125,494.9,Basic,1
1176,21,368.7,Basic,0
1177,12,119.0,Premium,0
1178,101,217.7,Basic,1
1179,114,174.4,Premium,1
1180,53,355.2,Basic,0
1181,39,402.8,Premium,0
1182,32,473.9,Basic,0
1183,51,519.0,Basic,0
1184,40,174.2,Premium,0
1185,37,511.9,Basic,0
1186,19,736.8,Premium,0
1187,15,143.4,Premium,0
1188,45,339.4,Basic,0
1189,50,638.7,Basic,0
1190,23,279.5,Premium,0
1191,25,256.8,Basic,0
1192,50,337.8,Basic,0
1193,19,285.5,Basic,0
1194,86,299.5,Basic,0
1195,61,404.6,Basic,0
1196,22,540.7,Premium,0
1197,59,325.0,Premium,0
1198,19,1016.9,Premium,0
1199,74,173.7,Premium,0
1200,20,464.1,Basic,0
1201,38,28.9,Premium,0
1202,47,270.4,Basic,0
1203,113,16.8,Basic,1
1204,21,284.3,Basic,0
1205,20,365.3,Basic,0
1206,10,259.8,Premium,0
1207,136,343.6,Premium,1
1208,43,437.7,Basic,0
1209,88,2.0,Basic,1
1210,26,224.9,Premium,0
1211,28,651.6,Basic,0
1212,40,89.4,Basic,0
1213,41,148.0,Basic,0
1214,68,41.9,Premium,1
1215,44,226.7,Premium,0
1216,31,240.0,Basic,1
1217,137,1193.2,Basic,0
1218,19,453.2,Premium,0
1219,21,235.8,Premium,0
1220,19,57.4,Basic,0
1221,70,193.8,Premium,1
1222,58,124.0,Basic,0
1223,37,25.3,Basic,0
1224,19,112.6,Premium,0
1225,46,186.5,Basic,0
1226,77,209.8,Basic,0
1227,116,432.1,Basic,1
1228,25,671.7,Basic,0
1229,37,267.8,Premium,0
1230,57,475.0,Basic,0
1231,31,236.1,Premium,0
1232,12,114.3,Basic,0
1233,37,417.0,Basic,0
1234,14,179.1,Basic,0
1235,81,167.3,Premium,0
1236,33,109.2,Basic,0
1237,40,64.6,Premium,1
1238,22,263.7,Basic,0
1239,41,201.8,Premium,0
1240,98,487.7,Basic,1
1241,87,1028.4,Premium,0
1242,16,141.2,Premium,0
1243,1,90.0,Premium,0
1244,37,890.9,Premium,0
1245,33,370.0,Premium,0
1246,31,276.8,Basic,0
1247,26,326.1,Basic,0
1248,15,547.8,Basic,0
1249,168,708.8,Premium,1
1250,136,403.0,Basic,0
1251,30,115.5,Premium,0
1252,46,38.6,Basic,0
1253,82,89.7,Basic,1
1254,46,54.0,Basic,0
1255,28,569.0,Premium,0
1256,12,146.2,Basic,0
1257,42,396.9,Basic,0
1258,14,253.5,Basic,0
1259,94,144.3,Basic,1
1260,41,110.6,Basic,0
1261,61,135.4,Basic,1
1262,32,91.4,Premium,0
1263,75,805.6,Basic,0
1264,24,231.6,Basic,0
1265,52,253.7,Basic,0
1266,31,248.5,Basic,0
1267,35,429.9,Basic,0
1268,81,124.4,Basic,0
1269,22,567.3,Basic,0
1270,54,193.8,Basic,0
1271,101,243.8,Premium,1
1272,79,817.4,Premium,0
1273,25,159.4,Premium,0
1274,60,340.7,Basic,0
1275,7,246.9,Basic,0
1276,83,143.5,Basic,0
1277,198,381.6,Basic,1
1278,52,107.4,Premium,0
1279,105,142.4,Basic,1
1280,12,270.0,Basic,0
1281,17,726.8,Basic,0
1282,32,887.0,Premium,0
1283,37,344.5,Basic,0
1284,52,197.5,Basic,0
1285,25,28.8,Basic,0
1286,46,478.6,Basic,0
1287,81,527.6,Basic,0
1288,60,341.0,Basic,0
1289,31,204.9,Basic,0
1290,70,449.1,Basic,0
1291,30,241.5,Basic,1
1292,44,219.3,Basic,1
1293,78,54.1,Basic,1
1294,36,562.1,Premium,0
1295,14,361.1,Premium,0
1296,44,679.9,,0
1297,79,152.4,Basic,0
1298,84,115.4,Basic,1
1299,16,524.0,Basic,0
1300,69,784.8,Premium,0
1301,34,253.2,Basic,0
1302,109,602.2,Premium,0
1303,14,193.3,Basic,0
1304,68,201.9,Basic,1
1305,31,445.0,Premium,0
1306,25,259.8,Premium,0
1307,81,396.7,Premium,1
1308,90,353.9,Premium,0
1309,5,92.0,Basic,0
1310,82,395.1,Premium,0
1311,39,94.7,Basic,0
1312,43,569.0,Premium,0
1313,13,530.2,Basic,0
1314,65,287.3,Premium,0
1315,171,730.0,Basic,1
1316,27,596.1,Basic,0
1317,95,307.7,Basic,1
1318,41,263.9,Premium,0
1319,28,498.8,Basic,0
1320,11,739.2,Basic,0
1321,105,326.0,Basic,1
1322,45,168.5,Basic,0
1323,29,530.4,Premium,0
1324,33,251.3,Basic,0
1325,68,143.6,Premium,0
1326,29,181.8,Basic,0
1327,18,528.4,Basic,0
1328,38,299.7,Premium,0
1329,37,211.1,Premium,0
1330,37,616.1,Basic,0
1331,29,517.7,Basic,0
1332,98,244.3,Premium,0
1333,211,848.5,Basic,1
1334,16,311.2,Premium,0
1335,4,425.2,Premium,0
1336,35,350.5,Premium,0
1337,5,126.4,Basic,0
1338,10,292.5,Premium,0
1339,27,248.2,Basic,0
1340,68,40.7,Basic,1
1341,34,315.2,Basic,0
1342,3,473.6,Basic,0
1343,34,124.6,Premium,0
1344,36,540.8,Premium,0
1345,36,711.4,Premium,0
1346,88,227.8,Basic,0
1347,78,838.7,Basic,0
1348,44,309.6,Basic,0
1349,150,50.2,Premium,1
1350,27,79.5,Basic,0
1351,38,416.1,Premium,0
1352,41,400.7,Basic,0
1353,11,265.4,Basic,0
1354,42,398.1,Premium,1
1355,9,271.4,Basic,0
1356,24,194.6,Premium,0
1357,46,353.6,Premium,0
1358,12,59.1,Basic,0
1359,53,195.1,Basic,0
1360,21,381.2,Basic,0
1361,31,155.5,Premium,0
1362,60,209.3,Basic,0
1363,39,286.4,Basic,0
1364,52,806.2,Basic,0
1365,58,669.9,Premium,0
1366,39,56.8,Basic,0
1367,55,1217.9,Premium,0
1368,23,838.8,Premium,0
1369,60,300.4,Basic,0
1370,35,457.2,Basic,0
1371,99,175.8,Premium,0
1372,46,249.1,Basic,0
1373,26,166.6,Premium,0
1374,60,397.7,Basic,0
1375,102,1128.1,Basic,0
1376,28,242.8,Premium,0
1377,24,228.9,Basic,0
1378,1,255.8,Basic,0
1379,46,195.2,Basic,0
1380,32,381.7,Basic,0
1381,60,542.8,Basic,0
1382,61,161.1,Basic,0
1383,11,329.3,Premium,0
1384,78,418.1,Basic,0
1385,22,153.6,Premium,0
1386,28,85.3,Basic,0
1387,53,206.1,Premium,0
1388,15,433.1,Basic,0
1389,25,146.6,Premium,0
1390,14,167.8,Basic,0
1391,83,255.1,Basic,1
1392,31,288.3,Basic,0
1393,13,229.2,Basic,0
1394,14,259.5,Basic,0
1395,74,64.7,Basic,1
1396,20,199.1,Premium,0
1397,28,456.3,Basic,0
1398,43,142.9,Basic,0
1399,32,294.3,Basic,0
1400,6,355.2,Premium,0
1401,65,424.2,Basic,0
1402,34,468.2,Basic,0
1403,52,559.9,Basic,0
1404,68,881.0,Premium,0
1405,5,148.4,Premium,0
1406,69,30.7,Basic,0
1407,186,243.6,Premium,1
1408,56,138.4,Premium,1
1409,100,128.5,Basic,1
1410,81,481.9,Premium,0
1411,67,537.5,Basic,0
1412,83,300.1,Basic,1
1413,93,148.1,Basic,1
1414,95,311.3,Basic,0
1415,14,434.6,Basic,0
1416,86,84.8,Premium,0
1417,34,198.3,Basic,0
1418,97,212.1,Basic,1
1419,60,224.3,Basic,0
1420,13,156.8,Premium,0
1421,107,316.8,Basic,1
1422,22,339.0,Basic,0
1423,33,112.0,Basic,0
1424,124,627.7,Basic,0
1425,47,114.4,Premium,0
1426,31,186.6,Premium,0
1427,39,80.0,Basic,1
1428,31,89.0,Premium,0
1429,74,,Basic,1
1430,32,186.1,Premium,0
1431,40,470.2,Basic,0
1432,63,121.9,Basic,0
1433,58,144.8,Basic,1
1434,23,555.7,Premium,0
1435,74,96.8,Basic,1
1436,27,173.1,Basic,0
1437,17,620.6,Basic,0
1438,7,17.8,Premium,0
1439,36,65.4,Basic,1
1440,9,903.7,Premium,0
1441,20,446.7,Premium,0
1442,41,315.7,Basic,0
1443,91,85.2,Premium,1
1444,33,270.0,Basic,0
1445,11,148.1,Premium,0
1446,38,479.0,Basic,0
1447,89,643.2,Premium,0
1448,33,203.6,Premium,0
1449,102,471.5,Premium,0
1450,41,425.9,Premium,0
1451,69,227.2,Basic,0
1452,49,117.7,Basic,0
1453,99,226.0,,0
1454,156,466.0,Basic,1
1455,28,626.9,Basic,0
1456,47,243.5,Premium,0
1457,91,872.4,Premium,0
1458,50,447.0,Premium,0
1459,6,233.3,Basic,0
1460,33,276.4,Premium,0
1461,50,124.4,Basic,0
1462,117,496.0,Premium,0
1463,45,749.8,Basic,0
1464,19,293.7,Premium,0
1465,51,136.2,Premium,1
1466,109,427.3,Basic,0
1467,25,233.5,Premium,0
1468,27,122.8,Basic,0
1469,25,80.9,Premium,0
1470,12,484.4,Premium,0
1471,44,559.4,Basic,0
1472,40,107.3,Premium,0
1473,7,254.3,Premium,0
1474,21,210.2,Basic,0
1475,48,130.7,Basic,0
1476,68,856.2,Premium,0
1477,81,77.0,Premium,0
1478,72,450.4,Premium,0
1479,42,514.9,Premium,0
1480,10,129.9,Basic,0
1481,35,133.9,Premium,0
1482,2,150.0,Basic,0
1483,48,38.5,Basic,1
1484,24,160.8,Basic,0
1485,4,179.8,Basic,0
1486,55,854.5,Basic,0
1487,109,46.6,Basic,1
1488,9,291.7,Premium,0
1489,58,435.5,Basic,1
1490,30,765.0,Basic,0
1491,22,53.3,Basic,0
1492,22,838.7,Basic,0
1493,30,194.9,Basic,0
1494,30,196.2,Basic,0
1495,40,84.2,Basic,0
1496,20,343.2,Premium,0
1497,24,841.2,Basic,0
1498,62,260.0,Basic,1
1499,18,118.5,Basic,0
1500,51,184.1,Premium,0
1501,32,147.7,Basic,0
1502,26,693.8,Basic,0
1503,132,799.5,Basic,1
1504,13,59.0,Basic,0
1505,114,90.8,Basic,1
1506,75,101.6,Basic,0
1507,24,155.5,Basic,0
1508,76,904.5,Basic,0
1509,1,830.0,Basic,0
1510,22,323.4,Premium,0
1511,18,224.2,Premium,0
1512,55,36.2,Premium,0
1513,69,379.8,Premium,0
1514,55,267.7,Basic,0
1515,46,81.0,Basic,1
1516,80,338.4,Basic,0
1517,72,485.0,Basic,0
1518,24,103.9,Premium,0
1519,26,163.1,Basic,0
1520,69,608.2,Premium,0
1521,40,134.8,Basic,0
1522,42,204.3,Premium,0
1523,46,166.2,Basic,1
1524,7,350.1,Basic,0
1525,23,533.1,Basic,0
1526,59,733.4,Basic,0
1527,23,506.3,Basic,0
1528,34,246.8,Basic,1
1529,59,514.9,Premium,0
1530,83,74.4,Basic,0
1531,90,983.3,Basic,0
1532,93,123.3,Basic,1
1533,37,487.3,Premium,0
1534,34,278.6,Basic,0
1535,14,66.6,Basic,0
1536,109,124.0,Basic,1
1537,33,557.7,Basic,0
1538,107,288.8,Premium,0
1539,52,105.5,Basic,0
1540,85,195.8,Basic,1
1541,39,137.1,Premium,0
1542,63,155.7,Basic,0
1543,87,51.2,Basic,1
1544,28,246.7,Basic,0
1545,93,359.6,Premium,0
1546,16,157.8,Basic,0
1547,130,722.5,Premium,0
1548,47,165.9,Basic,0
1549,23,222.0,Basic,0
1550,74,149.7,Basic,0
1551,53,233.5,Premium,0
1552,7,408.4,Basic,0
1553,30,99.9,Premium,0
1554,17,436.8,Premium,0
1555,18,133.9,Basic,0
1556,18,80.3,Basic,0
1557,61,184.6,Basic,0
1558,78,372.1,Basic,0
1559,22,235.5,Premium,0
1560,5,142.2,Premium,0
1561,150,810.4,Basic,0
1562,47,303.7,Basic,0
1563,74,329.8,Premium,0
1564,36,364.1,Basic,0
1565,4,510.5,Premium,0
1566,56,164.0,Basic,1
1567,121,583.4,Premium,0
1568,24,63.8,Basic,0
1569,3,,Basic,0
1570,14,173.0,Basic,1
1571,77,568.0,Basic,1
1572,53,163.1,Basic,0
1573,94,647.3,Premium,0
1574,42,404.2,Premium,0
1575,68,435.9,Basic,0
1576,29,258.0,Basic,0
1577,15,43.7,Basic,0
1578,68,539.6,Basic,0
1579,78,564.3,Basic,0
1580,25,187.1,Basic,0
1581,114,138.3,Basic,1
1582,116,461.8,Basic,1
1583,18,307.0,Basic,0
1584,19,216.2,Basic,0
1585,20,456.5,Premium,0
1586,38,186.6,Basic,0
1587,31,726.2,Premium,0
1588,12,199.1,Basic,0
1589,20,461.9,Basic,0
1590,4,335.0,Premium,0
1591,5,419.2,Premium,0
1592,10,1031.4,Premium,0
1593,145,167.5,Basic,1
1594,133,440.5,Basic,1
1595,71,875.2,Premium,0
1596,25,429.1,Basic,0
1597,10,580.7,Basic,0
1598,41,278.5,Basic,0
1599,58,412.5,Basic,0
1600,22,645.1,,0
1601,55,253.5,Basic,0
1602,14,123.0,Basic,1
1603,26,104.7,Basic,0
1604,34,734.4,Basic,0
1605,136,655.0,Basic,0
1606,20,141.1,Basic,0
1607,57,580.5,Basic,0
1608,17,459.7,Premium,0
1609,15,260.1,Basic,0
1610,22,137.1,Basic,0
1611,42,301.8,Premium,0
1612,124,149.1,Premium,1
1613,25,202.5,Basic,0
1614,78,112.1,Basic,1
1615,140,71.9,Basic,1
1616,51,767.7,Premium,0
1617,88,287.3,Premium,0
1618,21,430.1,Premium,0
1619,56,160.4,Basic,0
1620,67,276.7,Premium,0
1621,12,108.9,Basic,0
1622,19,738.9,Basic,0
1623,33,475.0,Basic,0
1624,22,205.2,Premium,0
1625,36,108.5,Basic,1
1626,10,85.8,Premium,0
1627,131,278.0,Basic,1
1628,84,434.2,Basic,0
1629,291,403.2,Basic,1
1630,13,177.0,Basic,0
1631,58,274.9,Premium,0
1632,22,105.6,Basic,0
1633,15,159.7,Premium,0
1634,80,,Premium,0
1635,43,57.4,Premium,0
1636,31,37.9,Basic,0
1637,52,141.2,Basic,0
1638,20,732.9,,0
1639,19,332.8,Premium,0
1640,23,1432.4,Premium,0
1641,92,192.6,Basic,0
1642,87,537.4,Premium,0
1643,12,535.3,Basic,0
1644,128,974.0,Basic,0
1645,41,152.2,Basic,1
1646,57,,Premium,0
1647,23,217.3,Basic,0
1648,42,569.7,Premium,0
1649,15,884.1,Premium,0
1650,21,882.4,Premium,0
1651,76,149.3,Basic,0
1652,77,,Basic,1
1653,59,405.3,Basic,0
1654,29,93.6,Basic,0
1655,12,445.8,Basic,0
1656,99,329.4,Premium,0
1657,81,607.4,Basic,0
1658,6,542.6,Basic,0
1659,78,278.9,Basic,1
1660,31,86.0,Basic,0
1661,69,93.4,Basic,1
1662,10,263.6,Basic,0
1663,24,465.5,Premium,0
1664,45,195.6,Basic,0
1665,131,147.2,Premium,1
1666,45,261.5,Premium,0
1667,89,610.6,Basic,1
1668,50,261.5,Premium,0
1669,48,153.8,Basic,0
1670,62,117.9,Premium,0
1671,40,240.0,Basic,0
1672,74,710.4,Premium,0
1673,16,734.0,Premium,0
1674,40,166.5,Premium,0
1675,139,364.7,Premium,1
1676,92,139.3,Basic,1
1677,53,187.8,Basic,0
1678,83,236.6,Basic,1
1679,115,168.3,Basic,1
1680,5,962.5,Premium,0
1681,33,152.9,Basic,0
1682,24,185.5,Premium,0
1683,11,127.4,Basic,0
1684,152,78.9,Premium,1
1685,64,755.3,Basic,0
1686,81,324.1,Premium,0
1687,24,469.7,Premium,0
1688,33,327.8,Basic,0
1689,42,164.2,Basic,0
1690,56,323.3,Premium,0
1691,72,421.2,Basic,1
1692,69,68.5,Basic,1
1693,35,185.0,Basic,0
1694,118,211.8,Basic,1
1695,102,159.9,Basic,1
1696,52,157.3,Basic,1
1697,43,286.1,Basic,0
1698,32,631.2,Basic,0
1699,56,453.8,Premium,0
1700,99,124.4,Basic,1
1701,43,1627.6,Premium,0
1702,26,635.3,Basic,0
1703,43,169.7,Basic,0
1704,53,641.8,Basic,0
1705,15,291.0,Basic,0
1706,11,88.6,Basic,0
1707,27,587.4,Basic,0
1708,118,124.5,Basic,1
1709,95,360.8,Basic,1
1710,9,363.2,Premium,0
1711,18,382.9,Basic,0
1712,72,794.0,Basic,0
1713,30,319.7,Premium,0
1714,58,87.4,Basic,1
1715,9,140.3,Basic,0
1716,42,105.9,Premium,0
1717,39,58.2,Basic,0
1718,81,699.9,Premium,0
1719,56,353.7,Premium,0
1720,46,224.1,Basic,0
1721,7,173.0,Basic,0
1722,142,454.0,Basic,1
1723,68,691.6,,0
1724,23,121.2,Basic,0
1725,46,455.8,Premium,0
1726,30,512.5,Basic,0
1727,35,301.0,Basic,0
1728,94,556.8,Premium,0
1729,18,112.3,Premium,0
1730,70,704.6,Basic,0
1731,97,455.5,Basic,0
1732,62,376.4,Basic,0
1733,37,487.9,Basic,0
1734,21,196.8,Basic,0
1735,24,102.4,Basic,0
1736,46,106.7,Premium,0
1737,43,70.2,Basic,1
1738,76,347.0,Basic,0
1739,10,179.3,Basic,0
1740,93,675.2,Basic,0
1741,205,757.4,Premium,1
1742,40,589.4,Premium,0
1743,35,501.3,Premium,0
1744,38,139.8,Basic,0
1745,45,162.7,Basic,0
1746,33,139.2,Basic,0
1747,5,99.3,Basic,0
1748,37,229.6,Basic,0
1749,47,660.1,Premium,0
1750,100,218.1,Basic,1
1751,18,133.1,Basic,0
1752,128,218.3,Basic,1
1753,31,284.5,Basic,0
1754,20,167.1,Basic,0
1755,68,300.3,Premium,0
1756,28,,Premium,0
1757,40,88.4,Premium,0
1758,42,28.4,Basic,0
1759,65,269.4,Basic,0
1760,39,335.6,Basic,0
1761,36,222.1,Basic,0
1762,30,139.8,Premium,0
1763,61,667.1,Basic,0
1764,27,257.4,Basic,0
1765,102,278.9,Basic,0
1766,43,,Basic,0
1767,8,279.4,Premium,0
1768,52,199.5,Basic,1
1769,59,667.1,Basic,0
1770,103,48.6,Basic,0
1771,22,322.7,Basic,0
1772,19,392.6,Premium,0
1773,67,231.0,Premium,0
1774,92,289.1,Premium,0
1775,21,816.5,Premium,0
1776,51,124.1,Basic,0
1777,40,555.9,Premium,0
1778,22,251.4,Basic,0
1779,38,396.0,Basic,0
1780,87,441.7,Premium,0
1781,43,26.3,Basic,1
1782,36,157.9,Premium,0
1783,64,138.6,Basic,0
1784,93,106.5,Basic,1
1785,18,200.7,Premium,0
1786,53,362.0,Premium,0
1787,31,478.2,Basic,0
1788,43,77.5,Basic,1
1789,68,254.2,Basic,1
1790,33,310.3,Basic,0
1791,39,542.7,Basic,0
1792,83,934.6,Premium,0
1793,58,213.8,Basic,1
1794,38,141.4,Premium,0
1795,46,325.7,Basic,0
1796,44,113.5,Basic,0
1797,7,398.1,Premium,0
1798,47,132.8,Basic,0
1799,13,364.3,Basic,0
1800,91,141.0,Basic,0
1801,12,877.0,Premium,0
1802,30,327.8,Premium,0
1803,25,54.4,Basic,1
1804,115,488.0,Basic,1
1805,89,216.4,Basic,1
1806,3,499.7,Premium,0
1807,41,642.8,Premium,0
1808,15,262.6,Basic,0
1809,47,72.6,Basic,1
1810,67,281.4,Basic,0
1811,50,798.9,Premium,0
1812,70,301.6,Premium,0
1813,34,340.3,Basic,0
1814,51,125.1,Basic,0
1815,68,60.7,Basic,1
1816,29,286.0,Premium,0
1817,20,256.8,Basic,0
1818,24,695.7,Premium,0
1819,38,269.5,Basic,0
1820,42,506.8,Basic,0
1821,53,175.4,Basic,1
1822,22,70.6,Basic,0
1823,69,354.4,Basic,0
1824,132,856.6,Premium,0
1825,26,155.8,Basic,0
1826,182,392.7,Basic,1
1827,144,403.1,Basic,1
1828,42,276.3,Premium,0
1829,37,540.6,Premium,0
1830,24,324.9,Basic,0
1831,77,540.9,Premium,0
1832,44,368.3,Basic,0
1833,48,234.3,Basic,0
1834,20,333.2,Premium,0
1835,78,682.9,Premium,0
1836,35,365.3,Premium,0
1837,16,138.6,Basic,0
1838,40,215.3,Basic,0
1839,21,441.3,Premium,0
1840,103,502.8,Basic,1
1841,143,59.9,Basic,1
1842,40,206.3,Basic,0
1843,87,477.1,Basic,0
1844,85,123.7,Basic,1
1845,1,161.5,Premium,0
1846,24,253.9,Basic,0
1847,46,55.2,Basic,0
1848,30,779.3,Basic,0
1849,23,437.3,Premium,0
1850,89,391.7,Basic,0
1851,29,550.1,Basic,0
1852,54,1397.8,Premium,0
1853,84,305.5,Premium,0
1854,107,76.8,Premium,0
1855,16,409.6,Premium,0
1856,18,130.6,Basic,0
1857,49,117.1,Premium,0
1858,5,168.7,Basic,0
1859,18,301.0,Premium,0
1860,96,723.9,Premium,0
1861,66,1030.7,Premium,0
1862,38,132.1,Premium,0
1863,59,178.9,Basic,0
1864,69,379.3,Basic,0
1865,11,542.2,Premium,0
1866,28,146.3,Premium,0
1867,105,477.6,Basic,0
1868,50,138.0,Basic,0
1869,52,108.5,Basic,1
1870,40,478.2,Premium,0
1871,7,737.2,Premium,0
1872,25,315.0,Basic,0
1873,56,277.4,Basic,0
1874,29,305.6,Premium,0
1875,17,345.5,Premium,0
1876,19,210.6,Basic,0
1877,106,375.6,Basic,0
1878,27,266.0,Basic,0
1879,92,1032.4,Basic,0
1880,52,324.6,Basic,0
1881,35,274.1,Premium,0
1882,22,133.9,Premium,0
1883,67,115.4,Basic,1
1884,85,434.9,Premium,1
1885,72,161.3,Basic,0
1886,12,288.0,,0
1887,27,589.5,Basic,0
1888,30,84.4,Basic,0
1889,5,288.5,Premium,0
1890,59,80.3,Premium,0
1891,65,296.3,Basic,0
1892,63,69.0,Basic,0
1893,56,107.2,Premium,0
1894,32,734.1,Basic,0
1895,21,148.0,Basic,0
1896,32,140.7,Premium,0
1897,53,586.8,Basic,1
1898,98,107.5,Basic,1
1899,44,320.7,Basic,0
1900,43,425.7,Premium,0
1901,6,456.2,Basic,0
1902,55,92.1,Basic,0
1903,103,160.1,Premium,0
1904,38,149.5,Basic,1
1905,36,166.7,Premium,0
1906,31,435.3,Basic,0
1907,69,426.2,Premium,0
1908,6,365.0,Basic,0
1909,93,58.4,Basic,1
1910,35,290.8,Basic,0
1911,56,651.0,Basic,0
1912,72,1230.8,Premium,0
1913,19,222.5,Premium,0
1914,41,462.9,Basic,0
1915,34,126.0,Basic,0
1916,15,79.0,Premium,0
1917,84,84.3,Premium,0
1918,32,592.8,Basic,0
1919,14,181.8,Basic,0
1920,43,153.6,Basic,0
1921,11,552.0,Premium,0
1922,29,79.6,Basic,0
1923,52,353.3,Basic,0
1924,9,210.3,Basic,0
1925,66,1154.2,Premium,0
1926,45,177.6,Basic,0
1927,73,223.2,Basic,0
1928,72,63.9,Basic,1
1929,28,978.9,Basic,0
1930,29,187.8,Basic,0
1931,59,757.0,Basic,0
1932,16,45.4,Basic,0
